name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success
Startup : Mastering suite based in the Netherlands,"Acousticworkx, Give new meaning to mastering. we create memory's and provide five star service.",6000,30,52.514381,4.964061,art,mixed media,0,0
Blogger and Social Media Marketing Planner for 2016,"How to Start, Organize, and Make Money from a Personal Blog that Leverages Social Media - Includes Secrets, Tips & Worksheets",1000,30.92243056,32.776664,-96.796988,publishing,calendars,0,0
Community Garden in a Family Campground,We want to create a family & budget friendly camp ground that has a free community garden for guests and the community.,15000,60,48.016286,-117.276603,food,community gardens,0,0
Study Skills Blast-Off!,A study skills membership program for elementary school students. Everything your child needs to rock their primary school years.,1000,46.36365741,36.850769,-76.285873,publishing,academic,0,0
Mobile Device Camera Shotgun By Kidd Corp.,"Ever Wanted to shoot steady Music Videos, Short Films or Class Projects from the greatness of your iPhone/Android??? Well Now You Can!",3000,30,36.09986,-80.244216,technology,camera equipment,0,0
Tessellation Masters Puzzle Series,Wooden puzzles with artwork from masters of mathematical art from around the world.,150000,35,63.430515,10.395053,games,puzzles,0,0
Open Space - Space Access For All,"Access to orbit should be available to us all - we believe we can make that happen, with your help.",100000,32.05741898,44.648764,-63.575239,technology,space exploration,0,0
The Haunted House 2,"A fully immersive survival horror adventure. You and one other person enter for 10 minutes. But, will you make it to the end?",35000,45,39.739236,-104.990251,theater,immersive,0,0
Robert Burns: For Love and Liberty,"A vibrant new play featuring original music that encapsulates the incredible life story of Scotland's national bard, Robert Burns",6600,29.95833333,55.864237,-4.251806,theater,plays,0,0
Glass City Phantom Orchestra - The First Public Hauntings,"Restless spirits haunting Northwest Ohio, musically filling the air with their joys and lamentations where any soul may hear.",5500,30,41.652805,-83.537867,art,performance art,0,0
Solar Awning Charging Station,We are designing/implementing a turtle shell art installation with attached solar panels for use as an electronics charging station.,400,14,38.989697,-76.93776,design,architecture,0,0
YourAccessibleHoliday.com - Join The Revolution,YourAccessibleHoliday.com New & exciting online platform to find accessible holiday properties around the world. It's time to explore!,80000,30,55.611567,-4.669636,technology,web,0,0
One-stop Personal Development Website,"A one-stop personal development website for people to improve their health, finances, relationships and happiness.",5000,30,51.454513,-2.58791,journalism,web,0,0
Exploding colors onto canvas,A one time Art installation that will use professional pyrotechnics to explode paint onto Canvas and send you the results,8000,60.04166667,47.376887,8.541694,art,painting,0,0
PMJ - Reinventing the modern sneaker.,PMJ reinvents the traditional luxury sneaker - we are the true alternative to the $500+ high end sneakers and their $230+ rip offs.,25000,45.04166667,48.856614,2.352222,fashion,footwear,0,0
Happy Tomates,Lechugas HidropÃ³nicas. Â¡Agricultoras mexicanas!. Hydroponic Lettuce Producers. Mexican farmers!,80000,50.04166667,19.432608,-99.133208,food,farmer's markets,0,0
DinDim Surprise Party in Patagonia,DinDim the penguin travels 5000 miles to be reunited with his savior Joao. This year let's surprise DinDim and take Joao to Patagonia !,40000,31.02424769,-22.906847,-43.172897,journalism,video,0,0
CUA: The World's First Smart Pool Controller,CUA is a cloud-connected system that monitors and even automatically maintains all the crucial aspects of your poolâ€™s health.,25000,30,33.214841,-97.133068,technology,gadgets,0,0
BHÃœDD Luxury Stainless Steel Apple Watch Bands,Luxury Apple Watch Bands,28900,44.95833333,39.083997,-77.152758,technology,wearables,0,0
To Live - a UNC Capstone Film,A short narrative about a babysitter who wrestles with depression.,6000,31.08596065,35.9132,-79.055845,film & video,narrative film,0,0
ambermayde,Handmade Knitwear delights,400,57.02489583,52.613969,0.886402,crafts,knitting,0,0
Unforgettable ~ The Songs of Nat King Cole,An exciting and intimate concert exploring the music of iconic jazz legend Nat King Cole. Starring Tenaj Williams..live in concert.,15000,29.26428241,49.665157,-115.996721,music,jazz,0,0
Enchanted Forest Festival of Lights,A holiday light show through a 5 acre wooded winding path.  A spectacular holiday special set to music for the entire Family!,75000,30,39.758948,-84.191607,art,installations,0,0
STRANGERS,A series based on the encounters of STRANGERS and how they affect each others lives,3000,30,36.162664,-86.781602,film & video,webseries,0,0
As I Grow,"A neutral &safe space where everyone struggling with who they are, mental illness, or  where they are in life's journey.",3000,45.04166667,40.486216,-74.451819,journalism,audio,0,0
Crafty Owl,I love making things by hand from the heart that people can wear. I want to be able to share it with everyone all over the US!,250,30.04166667,40.336927,-104.912197,crafts,crochet,0,0
Luxury Pop-Up Shop and Fashion Show,Goldz LUX Pop-Up Shop and Fashion Show Fall 2016 for view of the Luxury line made to order and tailored to fit it's owner,10000,34.30443287,38.907192,-77.036871,fashion,couture,0,0
Digitizing 8 Rare Siddha Yoga Books,Digitization of 8 rare Siddha Yoga books written by a Yogi - coming in the lineage of Sri Sri Sri Sadhasiva Brahmendra himself!,4500,30.31581019,13.08268,80.270718,publishing,translations,0,0
501 PUNK SONG GUARANTEE (in 2 months),I am writing 501 punk songs in 2 months.... A 501 song guarantee... [Update 1/16/17]: 10 new songs written plus a song book with 80,500000,60,30.267153,-97.743061,music,punk,0,0
The Audience,"Canadian Thriller ""The Audience"" shows the dire consequences for an up-and-coming singer when one fan becomes her biggest fanatic.",9300,37.56634259,51.044733,-114.071883,film & video,thrillers,0,0
Timescreen,An app that helps people with dementia or Alzheimers keep track of time.,4300,1.175798611,33.415184,-111.831472,technology,apps,0,0
Ghosts Appearing through the Sound - Pittsburgh,"Bringing our tribute to jazz singer-songwriter, actress, and civil rights activist Abbey Lincoln through music and dance to Pittsburgh",950,51.53837963,40.440625,-79.995886,dance,performances,0,0
Old School Gospel Live with Rodney Dean Boyden,Rodney creates The Old Church experience through old hymns and gospel tunes as he plays piano and sings with over 500 voices!,15000,18.273125,32.776664,-96.796988,music,faith,0,0
SmÅk'd Eatery & Market,SmÅk'd is passionate about cured and smoked foods. We dedicate ourselves to the process and use only the highest quality ingredients.,35000,60,35.149534,-90.04898,food,bacon,0,0
Icthus: Memorias escarlata,Un libro que cuenta mÃ¡s allÃ¡ de una historia en un mundo lleno de mensajes ocultos. Â¿SerÃ¡s capaz de encontrarlos?,60000,45,19.432608,-99.133208,publishing,art books,0,0
Paddock School Theater Improvement,"My hope is to raise $5845 and replace old stained and mismatched border curtains, cyclorama curtain, and backdrop.",5845,54.48939815,42.110304,-88.03424,theater,spaces,0,0
Through My Soul: THE EAST AFRICAN EXPEDITION,Supporting military veterans through the eyes of my camera lens as I traverse back through East Africa's cradle of humanity.,35000,60,11.572076,43.145648,journalism,photo,0,0
High on Sugar Start UP,A Performance Arts Space & Bake Shop,20000,45,39.961176,-82.998794,theater,comedy,0,0
Pimp My Bumper,I want to start a bumper/ cloth sticker co. I want to have clever and funny stickers to make people laugh!:-),5000,30,38.040584,-84.503716,crafts,printing,0,0
Albania: An inclusive art space for Puerto Rico,Albania will be an exhibition space and an educational curatorial platform created to improve production and working conditions in PR,5000,60.04166667,18.465539,-66.105735,art,social practice,0,0
Arts and Crafts Center for Autism,"Therapeutic Arts & Crafts Center for Adults with Autism, and Developmental Disabilities",100000,30,42.280826,-83.743038,crafts,woodworking,0,0
Releasing Season 1 of The Green Revolution Show!,Editing of the 1st Season of The Green Revolution Show and Planting Trees on Skid Row!,2500,35.50943287,34.052234,-118.243685,film & video,television,0,0
7Treks - Virtual Reality Worldwide Tours at 360Â°,"Experience the Adventurous World with Virtual Reality Tours of Treks and Hikes Around the World, Virtually with a 360Â° View",105000,60,43.546022,-96.731265,film & video,experimental,0,0
The Pacro Mad,The Pacro Mad is the customizable macro pad that does everything you can think of and more.,10000,30.04166667,38.87997,-77.10677,technology,hardware,0,0
"Delectable, Melt in your mouth Vegan Peanut Butter Biscuits.",I've developed a recipe that doesn't discriminate & was developed out of the love for my 2 children.My dream is to produce & sell them.,10000,30,-37.835,144.96,food,vegan,0,0
Hangar 1 Foundation,Seeking funding for the Hangar 1 Foundation so we can put up the 60 x 30 foot building we have already purchased.,8500,45,37.568107,-95.243311,technology,flight,0,0
blogalaugh,A web site where people can leave something funny on video or Have a laugh.. I want to make you laugh. Make you think,1228,21.1627662,39.471482,-79.061141,comics,webcomics,0,0
Hope Mixd Social Purpose Corporation,"A fresh-based, culinary drink mixer on a mission to elevate personal drink mixing and break down barriers to youth employment.",4000,20,38.019366,-122.134132,food,drinks,0,0
MRR ESPA,32-bit 3D printer control board with Wi-Fi,793500,12.47099537,33.525579,133.539063,technology,3d printing,0,0
EVERY FONT GENERATOR â€“ for improved graphic design workflow,"I love typography and generative design, so I'm putting them together in a software able to generate every font possible! (possibly :D)",30000,30,43.018157,12.414059,design,typography,0,0
A new green company needs your help getting started.,Nice lamps are expensive! Used lamps are ugly. UNTIL I give them new life and make them beautiful works of art for your home!!!,500,30,34.165979,-81.349821,crafts,glass,0,0
a DEMON called GRACE,Enter the world the fallen angel known as GRACE as she walks the line between heaven and hell.,2000,22.47243056,40.259986,-74.790912,film & video,fantasy,0,0
DoubleDust: The Foremost DustPa For Vacuum Cleaners,"Your Vacuum Cleaner Nozzle DustPan: DoubleDust, eliminating the limitations known to every conventional vacuum cleaner.",30000,60,30.267153,-97.743061,technology,fabrication tools,0,0
AjÃ­ CerÃ¡mica,Innovative design in ceramic that shows the subtlety that is in the choice.,19000,21.49380787,19.432608,-99.133208,crafts,pottery,0,0
80 days of self discovery,"A blog about life, self discovery and new experiences, I am wanting to open this blog up, and turn it into a place of self help.",2200,30,53.457595,-2.157838,publishing,literary journals,0,0
"Food truck, homemade chill dogs, Las Vegas",Food truck funding for a friend and his homemade chilli dogs.,100000,30,36.169941,-115.13983,food,food trucks,0,0
Chronicles of the First Redeemer: The Village.,"YA Fiction, a girl discovers the truth behind an eerie fog and the village it hides. First book in the Redeemer mystery series.",12000,30,38.833882,-104.821363,publishing,young adult,0,0
Middle East/L.A.,A comprehensive photography book focusing on the most esthetically attractive Middle Eastern men in Los Angeles.,30000,29.99141204,34.052234,-118.243685,photography,people,0,0
HOT TUB CINE: The Best Way to See a Movie since the Drive-In,"Welcome to our Hot Tub Cine kickstarter campaign, what better than experience 2 movie in a comfy and full of your friends Hot Tub?!",25000,30,45.42153,-75.697193,film & video,movie theaters,0,0
